ADXL345_X,ADXL345_Y,ADXL345_Z,ITG3200_X,ITG3200_Y,ITG3200_Z,MMA8451Q_X,MMA8451Q_Y,MMA8451Q_Z,ADXL345_Mag,ITG3200_Mag,MMA8451Q_Mag,label
49,-332,-49,-159,606,-900,203,-1316,-64,339.1548318983529,1096.593361278464,1333.1020216022478,0
37,-313,-43,-169,636,-921,163,-1234,-45,318.0990411805732,1131.9443449216044,1245.5320148434564,0
27,-294,-35,-181,602,-926,144,-1156,-33,297.3045576509045,1119.2144566614568,1165.4016475018389,0
13,-273,-49,-177,518,-930,76,-1087,-51,277.66706682644235,1079.1445686283187,1090.8464603233583,0
6,-259,-59,-162,424,-907,38,-1019,-82,265.70284153542656,1014.2332078964877,1023.0,0
21,-251,-67,-137,352,-888,83,-987,-147,260.6357611687237,964.9958549133773,1001.332612072532,0
19,-230,-84,-122,278,-894,73,-903,-217,245.5951953927438,944.1419384817094,931.5723267680294,0
28,-218,-106,-131,219,-825,93,-827,-305,244.01639289195305,863.5664421455942,886.3424845961069,0
33,-202,-126,-149,200,-755,113,-784,-381,240.3518254559345,795.1264050451349,878.9687138914559,0
29,-191,-136,-174,193,-719,113,-737,-416,236.25833318636614,764.5168408871057,853.811454596388,0
21,-176,-135,-205,157,-708,99,-685,-430,222.80484734403782,753.616613404986,814.8165437692095,0
23,-168,-134,-240,94,-703,98,-637,-403,216.12265036316762,748.7623120857513,760.1197274114124,0
15,-165,-126,-289,15,-698,72,-640,-389,208.14898510441986,755.6123344678804,752.3994949493255,0
12,-171,-112,-376,-62,-672,63,-667,-332,204.76571978727299,772.5309055306461,747.7178612284182,0
6,-185,-98,-470,-128,-636,36,-719,-269,209.43972880043557,801.1117275386748,768.5167532331354,0
-2,-203,-80,-546,-171,-594,1,-794,-210,218.2040329599799,824.7381402602889,821.3020150955433,0
-8,-240,-69,-599,-203,-544,-32,-910,-176,249.84995497297973,834.2337801839482,927.4157643689264,0
-18,-266,-62,-631,-224,-482,-78,-1030,-139,273.7224872019104,825.0218178933209,1042.259564599913,0
-23,-302,-49,-625,-232,-413,-94,-1166,-96,306.81264641471347,784.230833364769,1173.715468075632,0
-25,-338,-44,-577,-223,-348,-109,-1296,-52,341.7674648061164,709.76193191802,1301.6147663575425,0
-29,-369,-31,-491,-204,-289,-129,-1408,-10,371.4337087556809,605.1594831116836,1413.9324594901977,0
-30,-389,-21,-358,-180,-234,-124,-1481,34,390.7198484848191,464.0258613482658,1486.5708863017599,0
-24,-400,-21,-179,-157,-184,-109,-1511,38,401.26923629902154,300.90862400403216,1515.4029167188507,0
-17,-402,-30,35,-130,-139,-91,-1530,13,403.47614551544433,193.50968967987106,1532.7589503897866,0
-13,-396,-40,266,-85,-100,-79,-1508,-30,398.22732201595613,296.61591326157804,1510.3658497198617,0
-4,-385,-51,488,-22,-63,-32,-1471,-85,388.38383076539117,492.5413688209347,1473.8012077617523,0
8,-364,-63,680,46,-33,25,-1407,-137,369.49830852116224,682.3525481743291,1413.8751712934209,0
20,-341,-85,826,100,-5,75,-1321,-194,352.00284089762687,832.0462727517022,1337.2740930714242,0
45,-308,-95,908,131,25,150,-1217,-242,325.44431167251946,917.7417937524693,1249.861192292968,0
54,-275,-99,908,142,57,204,-1096,-274,297.2238213871829,920.8023675034725,1148.0017421589569,0
72,-250,-105,827,149,96,274,-1001,-291,280.55124309116866,845.7812956077948,1077.848783457123,0
85,-231,-98,667,157,136,320,-932,-271,264.93395403383084,698.594302868267,1021.990704458705,0
90,-213,-82,461,152,168,338,-862,-223,245.34261757794954,513.6623404533372,952.374401167944,0
102,-201,-73,258,138,199,385,-804,-165,236.92614883123392,353.84883778246325,906.56825446295,0
109,-194,-60,99,116,221,397,-758,-124,230.471256342304,268.51070742151046,864.609160256818,0
105,-187,-50,-19,99,244,395,-733,-99,220.21353273584256,264.003787851614,838.5195286932798,0
102,-184,-50,-88,88,270,392,-712,-71,216.24060673240814,297.30119407765585,815.8731519053682,0
101,-189,-51,-123,87,299,377,-725,-79,220.2793680760865,334.811887483106,820.971984905697,0
96,-191,-53,-137,98,322,369,-739,-84,220.24077733244587,363.3964776934416,830.2638134954456,0
84,-200,-59,-137,117,348,339,-770,-87,224.8043593883357,391.86987636203935,845.8073066603291,0
86,-211,-50,-122,150,375,316,-803,-90,233.2745163964551,421.9111280826805,867.6203086604186,0
74,-220,-53,-96,193,399,288,-834,-86,238.0861188729826,453.5041344905248,886.5077551832245,0
65,-227,-50,-66,245,416,239,-877,-73,241.35865428859185,487.27507631726866,911.9095349868867,0
52,-235,-48,-31,292,429,195,-914,-65,245.4241226937564,519.8711378793787,936.8276255533885,0
44,-245,-47,1,331,438,156,-936,-55,253.31798199101462,549.0045537151764,950.5035507561242,0
34,-250,-43,33,365,443,118,-954,-43,255.9394459632981,574.9460844287923,962.2312611841293,0
27,-253,-41,70,395,444,85,-963,-42,257.71883904751706,598.3819850229451,967.6559305869002,0
17,-253,-44,109,425,440,53,-956,-50,257.35967050025533,621.3742833429784,958.7726529266466,0
10,-246,-45,148,457,432,30,-953,-55,250.28184113115358,646.0472118970873,955.0570663578171,0
4,-243,-47,174,485,423,14,-942,-59,247.53585598858197,666.6558332453111,943.9496808622798,0
2,-241,-37,182,510,415,-1,-923,-68,243.8319093145932,682.2382281871927,925.5020259297113,0
-1,-231,-50,172,534,404,-16,-901,-60,236.35143325141905,691.3436193384589,903.1373096046913,0
-5,-226,-46,154,555,394,-19,-876,-45,230.68810112357335,697.8373736050542,877.3608151724125,0
-4,-220,-38,132,573,386,-26,-851,-38,223.29352879114074,703.3839634225392,852.2446831749671,0
-8,-215,-31,108,588,380,-31,-830,-12,217.3706511928416,708.3840766138098,830.6653959326824,0
-7,-208,-31,78,601,375,-22,-812,13,210.41387786930784,712.6780479290771,812.4019940891332,0
-8,-205,-24,52,606,372,-28,-802,34,206.55507740067782,712.9684424993858,803.2085656913775,0
-6,-208,-24,29,611,377,-27,-798,53,209.46598769251298,718.5339240425604,800.2137214519631,0
-4,-204,-17,9,617,379,-26,-798,67,204.74618433563055,724.1622746318673,801.2296799295443,0
-6,-205,-12,-13,619,381,-26,-805,75,205.43855529087037,726.9738647296751,808.9041970468444,0
-5,-211,-11,-35,618,381,-14,-809,80,211.34568838753253,726.8493654121189,813.0664179512028,0
0,-211,-14,-55,620,380,-16,-825,77,211.463944917331,729.2633269265636,828.7400074812365,0
-3,-219,-11,-76,625,367,-10,-855,83,219.2966028008642,728.7592194957125,859.0774121113883,0
2,-224,-11,-95,631,348,-6,-874,78,224.27884429878802,726.8356072730614,877.494159524723,0
0,-231,-9,-108,638,326,4,-886,83,231.17525819170183,724.5577961763989,889.8881952245462,0
1,-231,-13,-116,647,301,1,-899,79,231.3676727635043,722.9564302224582,902.4649577684444,0
4,-235,-15,-118,658,274,4,-919,77,235.51220775153035,722.4707606540212,922.2288219308698,0
2,-237,-8,-120,666,246,10,-909,80,237.14341652257605,720.0499982640094,912.5683536042657,0
4,-234,-15,-119,672,218,14,-915,86,234.51439188245996,716.4279447369428,919.1392712750337,0
8,-232,-7,-116,676,190,20,-904,86,232.24340679554285,711.7106153486823,908.3017119878174,0
2,-232,-9,-116,675,161,18,-903,89,232.1831173879789,703.5637853101878,907.5538551513073,0
4,-227,-4,-117,673,129,16,-878,105,227.0704736419951,695.1683249400824,884.4009271817845,0
-7,-227,-4,-111,666,102,-19,-865,110,227.1431266844762,682.8477136228838,872.1731479471264,0
-10,-219,4,-104,660,87,-28,-850,130,219.264680238291,673.7840900466558,860.3394678846252,0
-11,-219,8,-93,644,77,-38,-842,143,219.4219679065886,655.220573547565,854.9017487407544,0
-13,-219,14,-83,626,68,-46,-843,162,219.83175384825552,635.1291207305802,859.6563266794469,0
-16,-219,17,-70,610,60,-54,-846,195,220.24077733244587,616.9278726074872,869.8603336168399,0
-15,-224,21,-52,596,50,-54,-856,205,225.48170657505676,600.3498979761719,881.8599662077875,0
-16,-223,23,-29,588,43,-65,-864,222,224.75319797502326,590.2829829835856,894.4299860805204,0
-16,-225,23,-3,586,32,-50,-870,221,226.73773395709856,586.8807374586424,899.0222466657875,0
-10,-232,25,22,585,23,-44,-886,221,233.55727348982305,585.8651722026152,914.206213061364,0
-11,-230,25,42,583,13,-40,-903,225,231.61606161922364,584.6554540924081,931.4687327012109,0
-12,-239,20,64,583,0,-40,-910,217,240.13537848472058,586.5023444113416,936.3701191302507,0
-10,-237,28,83,577,-12,-43,-923,210,238.85769822218415,583.0626038428463,947.5642458429929,0
-12,-240,24,99,566,-22,-42,-932,200,241.49534156997728,575.0139128751582,954.142547002281,0
-13,-243,21,104,550,-27,-46,-940,190,244.25191913268563,560.3971805782038,960.1124934089755,0
-13,-246,17,104,533,-29,-40,-952,184,246.9291396332154,543.8253396082239,970.4431977194749,0
-11,-242,19,97,519,-33,-16,-934,177,242.99382708208864,529.0170129589407,950.7581185559237,0
-8,-251,7,84,498,14,-42,-968,153,251.22499875609512,505.22866110306927,980.9164082632118,0
-10,-252,10,71,506,11,-30,-977,158,252.39651344660052,511.0753369122795,990.1479687400263,0
-12,-254,8,54,498,-23,-34,-993,151,254.40911933340755,501.4469064616911,1004.9905472192263,0
-8,-258,9,34,477,-30,-31,-999,148,258.28085488475523,479.15028957520207,1010.379136760058,0
-3,-262,8,10,469,-20,-16,-1019,146,262.1392759584111,469.53274646184155,1029.5304755081318,0
-4,-265,5,-18,475,-7,9,-1042,139,265.0773472026608,475.3924694397251,1051.2687572642878,0
-1,-279,-8,-59,479,-17,3,-1091,116,279.1164631475542,482.91924790797066,1097.1535899772648,0
-10,-289,-13,-105,453,-34,-17,-1125,76,289.46502379389466,466.25100536084636,1127.692333928009,0
-14,-295,-28,-158,395,-41,-46,-1154,26,296.6563668624019,427.39911090221045,1155.2090719865387,0
-16,-296,-31,-218,325,-43,-52,-1152,-3,298.0486537463305,393.6978536898569,1153.1769161754844,0
-7,-290,-38,-277,262,-33,-35,-1143,-24,292.5628137682573,382.7035406159708,1143.7875676890355,0
-2,-296,-30,-336,228,-21,-16,-1141,-1,297.5231083462258,406.5968519307546,1141.1126149508646,0
-2,-300,-7,-382,220,-13,-13,-1153,78,300.08832033253145,441.0136052323103,1155.7084407410027,0
-7,-303,26,-389,229,-2,-27,-1170,189,304.194017035181,451.4044749445889,1185.474588508754,0
-12,-305,53,-340,229,13,-35,-1166,305,309.8031633150314,410.134124403225,1205.7387776794774,0
-13,-301,68,-242,218,30,-44,-1148,392,308.85919121826373,327.0902016264015,1213.8797304510856,0
-13,-289,73,-132,202,50,-35,-1129,432,298.36052017651394,246.4305175906588,1209.334527746562,0
-11,-278,81,-45,185,66,-37,-1096,439,289.76887341465783,201.50930499607207,1181.2307141282772,0
-11,-271,76,10,163,84,-40,-1071,431,281.67001970390817,183.64367672206959,1155.163191934369,0
-16,-263,69,40,137,109,-54,-1039,401,272.3710704168121,179.5828499606797,1115.005829581173,0
-16,-263,59,41,108,158,-82,-1020,349,270.01111088249684,195.7268504830137,1081.1683495182422,0
-16,-272,33,11,104,223,-67,-1058,280,274.4612905311057,246.30468935852602,1096.4729818832748,0
-30,-287,18,-59,114,231,-96,-1118,210,289.12454063949673,264.268802547709,1141.5953749030346,0
-40,-310,-3,-161,111,253,-151,-1194,131,312.5843886057012,319.76710274823455,1210.618850010192,0
-55,-333,-30,-279,100,298,-190,-1294,21,338.8421461388769,420.2915654637861,1308.0431950054249,0
-59,-353,-45,-389,64,356,-216,-1388,-65,360.7145685996062,531.1807601937404,1406.2094438596264,0
-49,-378,-66,-477,-11,418,-203,-1463,-160,386.8345899735441,634.3295673386193,1485.6574302308052,0
-31,-388,-82,-546,-121,497,-111,-1528,-202,397.780089999487,748.1751131920922,1545.2860576605226,0
-2,-408,-78,-586,-234,601,-12,-1590,-199,415.3937890724896,871.4086297484091,1602.449687197698,0
17,-408,-61,-582,-312,707,63,-1565,-127,412.88497187473416,967.4280334991332,1571.407967397391,0
19,-395,-31,-519,-335,796,73,-1515,-23,396.6698879421023,1007.572329909868,1516.9321013150193,0
13,-374,-15,-413,-345,866,51,-1436,71,374.5263675630863,1019.5832481950653,1438.6584028184036,0
14,-348,-3,-303,-370,914,54,-1353,112,348.2944156887963,1031.5546519695406,1358.7012180755562,0
18,-330,-1,-221,-394,945,64,-1282,107,330.49205739321485,1047.4263697272472,1288.0485239306786,0
36,-319,-7,-176,-383,954,123,-1222,99,321.10123014401546,1042.9674012163564,1232.158269054751,0
44,-305,-18,-153,-330,922,155,-1183,69,308.68268496953306,991.1574042502028,1195.10459793275,0
44,-299,-26,-133,-252,863,154,-1153,30,303.33644687046757,908.8245155144089,1163.6257989577234,0
36,-293,-39,-105,-165,788,118,-1138,-24,297.76836635210265,811.9076302141765,1144.3530923626677,0
14,-288,-63,-57,-93,709,67,-1106,-103,295.14233854193134,717.3416201503994,1112.8045650517436,0
0,-281,-85,8,-56,637,0,-1081,-218,293.5745220553037,639.5068412456586,1102.762440419513,0
-8,-272,-120,77,-44,587,-30,-1033,-351,297.4020847270577,593.66151972315,1091.4165107785386,0
-4,-258,-151,123,-37,563,-14,-995,-473,298.96655331324274,577.4660163161119,1101.7939916336447,0
5,-244,-177,129,-9,544,-6,-961,-574,301.4796842243271,559.1582960128554,1119.3895657902124,0
8,-229,-180,92,59,505,16,-895,-600,291.38462553813645,516.6913972575893,1077.6274866576111,0
7,-213,-171,32,155,466,3,-831,-576,273.23799150191394,492.1432718223424,1011.1112698412574,0
2,-202,-157,-49,266,443,1,-796,-513,255.84565659787933,519.0433507906637,946.9878563107343,0
1,-196,-129,-145,363,414,-3,-764,-406,234.64441182350797,569.3768523570308,865.182639677889,0
-1,-194,-99,-231,421,382,1,-769,-293,217.80266297729236,613.6171444801718,822.9283079345369,0
5,-206,-65,-288,434,348,-1,-789,-199,216.06943328476612,626.4215832807806,813.709407589712,0
1,-214,-64,-313,414,309,16,-829,-146,223.3674103355277,604.024833926553,841.9103277665621,0
10,-232,-57,-318,385,270,29,-887,-110,239.10876186371758,567.6697983863506,894.2650613772183,0
11,-253,-51,-308,358,231,40,-967,-88,258.32344067079936,525.727115526677,971.8194276716225,0
10,-274,-44,-290,344,189,45,-1054,-61,277.69047516974723,488.01331949035983,1056.7222908598078,0
8,-299,-39,-253,343,143,32,-1127,-25,301.63885691336253,449.56312126329937,1127.7313509874593,0
1,-319,-29,-184,341,96,3,-1199,11,320.3170304557658,399.1904307470308,1199.0542106176852,0
-6,-332,-21,-83,328,58,-16,-1261,41,332.71759797161315,343.27394308336306,1261.7678074828189,0
-6,-340,-21,36,294,31,-11,-1304,36,340.7007484582328,297.8137001549794,1304.543215075683,0
6,-345,-30,159,246,8,17,-1333,3,346.3538652880894,293.0204771001508,1333.1117732583416,0
11,-345,-35,274,202,-16,35,-1331,-28,346.9452406360404,340.7873237079102,1331.7544818771964,0
13,-331,-51,379,170,-46,50,-1293,-58,335.1581716145378,417.91984877485777,1295.265609826803,0
11,-319,-51,478,143,-73,45,-1228,-75,323.2383021858641,504.2439885610933,1231.1108804652813,0
3,-306,-54,563,112,-99,12,-1156,-102,310.7426588030681,582.5066523225292,1160.5533163108018,0
-7,-284,-59,611,75,-121,-25,-1096,-117,290.14823797500475,627.3651249471874,1102.5107709224433,0
-14,-263,-62,611,33,-141,-54,-1024,-128,270.57161713675737,627.92595104837,1033.380859122134,0
-16,-246,-67,561,-7,-163,-78,-963,-135,255.4623259895674,584.2422442788608,975.5398505443025,0
-21,-233,-66,449,-36,-184,-88,-919,-142,243.07611976498225,486.57270782484295,934.060490546517,0
-22,-221,-63,294,-50,-207,-94,-858,-118,230.85493280413135,363.02203789852757,871.1624417983136,0
-20,-204,-52,142,-52,-242,-81,-805,-84,211.47103820618085,285.36292681425874,813.4137938343558,0
-24,-198,-53,26,-51,-287,-99,-783,-74,206.37102509800158,292.6533785897576,792.6954017780096,0
-26,-199,-43,-73,-37,-326,-111,-777,-56,205.24619363096602,336.1160513870172,786.8837271160206,0
-26,-209,-46,-155,-17,-362,-132,-811,-65,215.57597268712485,394.1547919282474,824.2390429966297,0
-33,-197,-41,-200,-3,-392,-134,-756,-33,203.909293559661,440.08294672709144,768.4926805116623,0
-36,-205,-47,-195,13,-409,-131,-804,-69,213.37759957408838,453.2935031522071,817.5194187296104,0
-35,-211,-52,-182,38,-426,-139,-825,-96,220.11360703055138,464.8053355976026,842.1175689890338,0
-33,-223,-55,-173,55,-436,-129,-865,-109,232.04094466279005,472.2816956012587,881.332513867496,0
-28,-238,-64,-172,60,-441,-127,-924,-123,248.04031930313266,477.1425363557519,940.7624567338984,0
-26,-244,-59,-175,59,-441,-102,-946,-121,252.37472139657729,478.10772844621533,959.1459742917133,0
-23,-252,-60,-174,56,-433,-92,-969,-117,260.0634537954151,470.00106382858326,980.3642180332777,0
-17,-258,-51,-163,48,-417,-78,-982,-102,263.54126811564066,450.2910170101109,990.3595306756026,0
-16,-262,-51,-135,37,-401,-62,-1000,-81,267.39670902986074,424.7293255710041,1005.1890369477773,0
-12,-259,-49,-96,21,-382,-44,-992,-63,263.8673909371903,394.4375742750683,994.9718588985319,0
-8,-254,-42,-47,4,-362,-20,-983,-51,257.5732905407702,365.0602689967781,984.52526630859,0
-1,-251,-44,-1,-17,-347,-5,-966,-37,254.82935466700064,347.417616133667,966.7212628260537,0
6,-246,-40,37,-42,-339,17,-947,-30,249.30302846134862,343.58987179484785,947.6275639722602,0
4,-237,-39,63,-71,-334,28,-924,-28,240.22073182804186,347.2261510888833,924.8480956351697,0
8,-231,-41,72,-103,-335,33,-896,-28,234.74667196788968,357.79603128039304,897.0445919796853,0
11,-225,-39,62,-135,-335,46,-866,-29,228.61977167340535,366.46145772782165,867.7055952337752,0
12,-220,-38,42,-166,-337,50,-843,-27,223.5799633240868,378.0066136987553,844.9130132741476,0
15,-214,-37,12,-194,-339,48,-831,-26,217.6924435987616,390.7697531795418,832.7910902501299,0
13,-211,-32,-20,-215,-339,63,-822,-10,213.80832537579073,401.9278542226204,824.4713457725502,0
15,-208,-26,-48,-232,-338,59,-815,6,210.1547049199708,412.7614323068472,817.1548200922515,0
16,-212,-25,-67,-242,-338,54,-817,21,214.06774628607644,421.0665030609773,819.0518909080181,0
11,-213,-26,-81,-248,-336,55,-824,22,214.86274688740252,425.39511045614995,826.1265036300433,0
12,-216,-21,-88,-249,-334,46,-832,36,217.34994824015948,425.7945513977369,834.0479602516872,0
12,-219,-17,-89,-248,-328,46,-854,44,219.98636321372285,420.7243753337807,856.3690793110176,0
12,-222,-22,-83,-246,-321,45,-858,51,223.4099371111321,412.8510627332816,860.6915823917416,0
10,-222,-19,-66,-242,-308,43,-866,55,223.03587155433092,397.22034187589134,868.8095303344686,0
13,-233,-11,-49,-242,-294,50,-895,67,233.62148873765872,383.9283787374932,898.8959895338281,0
11,-236,-18,-36,-258,-291,42,-914,57,236.9409209064572,390.56497538821884,916.7382396300484,0
10,-238,-16,-29,-282,-287,40,-917,53,238.74672772626644,403.4030242821687,919.40089188558,0
9,-234,-20,-25,-307,-279,31,-919,35,235.02553052806837,415.5899421304611,920.1885676316567,0
5,-233,-22,-28,-329,-269,21,-902,40,234.08972638712703,425.8943530971032,903.1306660721914,0
6,-228,-20,-27,-351,-253,22,-882,40,228.95414388038492,433.5193190620229,883.1806157293082,0
2,-224,-27,-16,-372,-239,16,-867,39,225.63022847127553,442.44886710217713,868.0241932112261,0
2,-220,-22,-5,-387,-220,6,-854,42,221.10630927225935,445.18984714388984,855.053214718242,0
-1,-218,-23,4,-397,-199,-10,-842,39,219.21222593641988,444.101339786315,842.9620394774607,0
-3,-215,-22,2,-403,-174,-12,-838,42,216.14347087062333,438.96355201770456,839.1376525934228,0
-5,-216,-19,-11,-411,-146,-16,-838,56,216.89167803306793,436.30035525999745,840.0214282981119,0
-4,-218,-9,-34,-424,-111,-24,-840,75,218.22236365689014,439.6055049700811,843.6829973396406,0
-5,-214,-3,-44,-437,-72,-15,-830,100,214.0794245134268,445.0719043031137,836.1369505051191,0
-8,-217,2,-39,-449,-35,-17,-841,123,217.15662550334494,452.0475638691132,850.1170507641874,0
-6,-227,6,-37,-465,11,-17,-862,131,227.1585349486125,466.59939991388757,872.0630711135519,0
